file,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,total_words,total_sentences,total_characters,passive_voice,active_voice,passive_toks,active_toks,verbs,nouns,adjectives,adverbs,prepositions,auxiliaries,conjunctions,coord_conjunctions,determiners,interjections,numbers,particles,pronouns,proper_nouns,punctuations,subordinating_conjunctions,symbols,other,money,persons,norp,facilities,organizations,gpe,products,events,works,languages,dates,times,quantities,ordinals,cardinals,percentages,stopwords,locations,laws,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,nominalization
NCT00585195.txt,44.047160000000005,54.88157333333334,14.161111656000003,-35.20168666666663,49.53866666666667,137.92666666666668,27.79919353527449,35.166666666666664,17.696094666666667,664,30,3980,19,7,7,22,52,209,73,4,98,15,0,27,39,0,45,3,5,54,108,7,5,23,0,1,1,1,28,4,10,0,5,0,14,4,4,2,35,6,207,1,2,5.144,1.6112,104.16666666666667,6.0,0.3744,3215,1007,625,234,6,1,211,123,352,11,4,27,23
NCT00585195.txt_accumulated_section4.txt,37.39941860465116,46.28380813953488,14.707283020348836,-19.897441860465108,42.074418604651164,120.30232558139535,25.24859546128699,29.5,16.302012790697674,371,16,2221,12,4,4,13,29,119,41,1,53,11,0,16,26,0,19,1,2,32,56,4,3,10,0,0,1,1,20,4,4,0,5,0,5,2,2,2,13,4,120,0,0,5.247093023255814,1.6482558139534884,86.0,4.0,0.5523255813953488,1805,567,344,190,4,1,118,66,183,8,3,16,14
NCT00585195.txt_accumulated_section5.txt,42.94382539682539,53.20220238095238,14.156571482142859,-33.28771428571426,48.33587301587302,133.53809523809525,27.61706725018234,33.0,17.502390317460318,538,25,3219,16,5,5,19,43,167,55,4,77,13,0,21,28,0,41,1,5,44,88,6,5,23,0,0,1,1,23,4,10,0,5,0,14,4,4,2,29,4,163,0,2,5.14484126984127,1.628968253968254,100.8,5.0,0.4226190476190476,2593,821,504,213,5,1,165,101,283,9,4,21,17
NCT00761267.txt,49.155686274509804,59.58440567187326,15.507861968095717,-58.86476016395254,55.465115763819654,150.12839259997784,33.16620625799671,43.111111111111114,19.585859299878145,1012,30,6625,43,8,4,37,76,302,108,10,135,15,0,55,24,0,73,14,8,103,187,6,41,34,0,7,0,0,17,15,2,6,0,0,63,19,9,2,42,0,269,1,0,5.369890329012961,1.8035892323030907,111.44444444444444,9.0,0.30608175473579263,5386,1809,1003,307,9,1,388,273,662,10,3,55,67
NCT00761267.txt_accumulated_section3.txt,42.014944237918215,49.28206939281289,16.175619561338298,-46.45770755885994,45.97819083023544,130.55885997521685,29.076809620810597,36.666666666666664,16.12571387856258,277,12,1783,15,2,4,12,26,88,35,0,46,11,0,17,17,0,3,7,5,17,36,1,1,0,0,0,0,0,8,4,0,0,0,0,12,0,0,0,3,0,108,0,0,5.4944237918215615,1.9182156133828996,89.66666666666667,3.0,0.5650557620817844,1478,516,269,152,3,1,110,68,137,9,0,16,19
NCT00761267.txt_accumulated_section5.txt,41.73826636568849,49.15243792325055,16.675618735891646,-46.37390970654623,46.63638826185102,129.00632054176072,30.27636339397171,35.8,17.26268528216704,461,18,2989,24,5,4,18,44,143,51,4,69,12,0,22,19,0,20,10,6,35,66,4,12,5,0,1,0,0,9,6,1,0,0,0,31,7,3,2,10,0,148,0,0,5.5801354401805865,1.930022573363431,88.6,5.0,0.5169300225733634,2472,855,443,229,5,1,179,124,259,9,1,20,31
NCT00761267.txt_accumulated_section6.txt,43.895878734622144,52.18552431165788,16.593228926186292,-50.74069273579373,49.32173403632103,134.90363210310485,31.460498941515414,38.0,18.05288711189221,597,21,3832,30,6,4,23,55,180,61,7,89,13,0,26,20,0,34,10,7,52,84,5,22,10,0,2,0,0,9,9,1,3,0,0,46,12,6,2,19,0,177,0,0,5.562390158172232,1.906854130052724,94.83333333333333,6.0,0.40597539543058,3165,1085,569,231,6,1,228,162,350,9,2,24,42
NCT00761267.txt_accumulated_section7.txt,45.41750102923014,54.29753808151502,16.553424809798273,-53.97425072046106,51.184520378756694,139.05640181144503,32.277002188455995,39.57142857142857,18.58768888431453,731,24,4670,37,7,4,28,66,215,71,10,108,14,0,30,21,0,48,10,8,69,102,6,33,15,0,3,0,0,9,13,2,6,0,0,59,19,9,2,27,0,204,0,0,5.553314121037464,1.893371757925072,99.14285714285714,7.0,0.33285302593659943,3854,1314,694,231,7,1,277,200,441,9,3,28,53
NCT00761267.txt_accumulated_section8.txt,47.64136487303507,56.92851571946796,17.20843903869408,-62.38034688633613,53.10332527206772,145.2129685610641,33.186917696247164,43.25,18.787781499395404,863,28,5651,42,8,4,34,73,258,94,10,129,15,0,38,24,0,50,14,8,81,127,6,40,15,0,5,0,0,13,14,2,6,0,0,61,19,9,2,27,0,245,0,0,5.662636033857315,1.9419588875453446,103.375,8.0,0.3059250302297461,4683,1606,827,253,8,1,346,243,525,10,3,38,66
NCT00935012.txt,42.182105263157894,50.62858695652174,16.40850990217392,-43.50026315789472,47.62379862700229,128.44164759725402,30.328412051620525,33.526315789473685,16.465060411899312,1884,79,11828,86,82,42,66,214,576,281,37,222,80,0,77,93,1,63,43,30,117,396,14,6,11,0,15,0,0,15,0,1,0,2,0,39,13,10,0,27,2,618,0,5,5.532608695652174,1.855263157894737,92.0,19.0,0.2917620137299771,9671,3243,1748,510,19,1,637,473,915,63,15,75,70
NCT00935012.txt_accumulated_section10.txt,40.98991228070176,48.43868274853801,18.36199835657895,-48.41005847953211,46.98830409356725,127.20760233918128,31.925190866555518,36.111111111111114,16.94574707602339,787,37,5415,28,20,12,33,75,256,122,7,90,30,0,31,36,1,20,11,12,74,187,7,2,4,0,12,0,0,7,0,1,0,0,0,11,2,6,0,11,0,233,0,4,5.869736842105263,2.0039473684210525,84.44444444444444,9.0,0.45,4461,1523,760,342,9,1,325,251,439,21,7,30,31
NCT00935012.txt_accumulated_section11.txt,42.17263511972634,50.083865450399095,18.396732717217795,-51.09110433295321,47.987639680729764,129.5472063854048,32.13760456866693,36.7,17.132736989737744,909,41,6249,36,21,16,36,86,312,136,7,104,34,0,39,40,1,25,12,13,77,218,7,2,4,0,12,0,0,9,0,1,0,0,0,11,2,6,0,15,0,267,0,4,5.873432155074116,1.9965792474344355,87.7,10.0,0.42873432155074115,5151,1751,877,376,10,1,367,283,508,25,7,37,36
NCT00935012.txt_accumulated_section12.txt,43.80825324045499,52.41905828410193,17.571475124151313,-52.0824689180848,49.51806718984217,133.30050260118156,32.07670107585359,37.09090909090909,16.969106965876023,1086,48,7188,45,36,22,41,113,354,165,14,127,42,0,46,51,1,31,20,17,80,247,8,2,4,0,12,0,0,9,0,1,0,0,0,13,4,6,0,17,0,338,0,4,5.729388942774006,1.935984481086324,93.72727272727273,11.0,0.3918525703200776,5907,1996,1031,404,11,1,408,310,567,33,7,44,40
NCT00935012.txt_accumulated_section13.txt,42.98277149321267,51.46079788838612,17.39569743800906,-49.092207767722456,48.742835595776775,130.90686274509804,31.679260799399973,35.75,16.820457767722473,1164,52,7662,50,41,26,42,121,382,173,16,135,50,0,50,57,1,35,21,17,80,258,8,2,4,0,12,0,0,9,0,1,0,0,0,26,4,6,0,17,0,368,0,4,5.700452488687783,1.9203619909502263,92.08333333333333,12.0,0.38371040723981903,6299,2122,1105,424,12,1,429,329,603,37,11,48,41
NCT00935012.txt_accumulated_section14.txt,43.54099091659786,52.06898748650193,17.4904379339389,-51.187664993965555,49.35072095534524,132.12989900273138,32.062267368796,36.30769230769231,17.188516235787333,1288,55,8444,50,41,26,45,126,431,202,16,141,50,0,52,58,1,46,21,17,89,293,8,6,11,0,13,0,0,9,0,1,0,2,0,26,4,10,0,23,2,380,0,4,5.715937241948803,1.9322873658133775,93.15384615384616,13.0,0.3905862923203964,6922,2340,1211,473,13,1,472,366,685,37,11,50,47
NCT00935012.txt_accumulated_section15.txt,44.0396992481203,52.65139849624061,17.07133110225564,-51.474962406014996,49.75939849624061,133.1954887218045,31.94576208803532,36.285714285714285,17.03893609022556,1410,60,9167,61,46,28,51,149,458,215,22,163,58,0,56,64,1,47,26,19,89,313,12,6,11,0,13,0,0,9,0,1,0,2,0,26,6,10,0,23,2,438,0,4,5.643609022556391,1.913533834586466,95.0,14.0,0.35639097744360904,7506,2545,1330,474,14,1,508,391,732,45,11,54,55
NCT00935012.txt_accumulated_section16.txt,45.194539083557956,54.259052111410604,16.635530071428576,-52.74891015274032,50.84017969451932,135.92794249775383,31.91366458960192,36.6,16.959961257861636,1587,67,10106,70,61,34,56,176,500,244,29,186,66,0,63,75,1,53,34,23,92,342,13,6,11,0,13,0,0,9,0,1,0,2,0,28,8,10,0,25,2,509,0,4,5.567385444743936,1.8814016172506738,98.93333333333334,15.0,0.3200808625336927,8262,2792,1484,475,15,1,549,418,791,53,11,61,59
NCT00935012.txt_accumulated_section18.txt,44.98111297187914,54.133075151768885,16.327233270462635,-50.78570127695204,50.58399274300467,135.1788430674761,31.491484796029024,35.705882352941174,16.797171327890588,1818,76,11385,83,78,42,61,207,560,276,36,214,78,0,72,91,1,61,42,28,104,386,14,6,11,0,13,0,0,14,0,1,0,2,0,35,13,10,0,27,2,597,0,4,5.514827995255041,1.8552787663107948,99.17647058823529,17.0,0.29062870699881377,9298,3128,1686,490,17,1,607,460,880,63,13,70,67
NCT00935012.txt_accumulated_section7.txt,33.862532467532475,39.708528138528145,20.009903649350655,-33.42715367965366,39.58874458874459,107.80303030303031,28.88435821108957,28.0,16.41620562770563,402,11,2874,12,8,5,13,35,143,52,2,34,13,0,18,24,1,7,2,6,54,121,2,2,1,0,4,0,0,7,0,1,0,0,0,11,0,0,0,2,0,107,0,4,6.1688311688311686,2.07012987012987,64.16666666666667,6.0,0.6337662337662338,2375,797,385,244,6,1,168,134,234,7,5,17,15
NCT00935012.txt_accumulated_section8.txt,34.594063231850114,40.87640515222483,18.04178879508197,-28.790983606557347,39.85292740046839,108.85362997658079,28.014281634983757,27.285714285714285,16.283590866510536,513,14,3473,17,13,7,19,50,167,67,5,48,18,0,22,28,1,18,8,8,58,134,2,2,4,0,12,0,0,7,0,1,0,0,0,11,2,6,0,9,0,146,0,4,5.827868852459017,1.9487704918032787,69.71428571428571,7.0,0.5963114754098361,2844,951,488,291,7,1,191,146,284,12,5,21,21
NCT00935012.txt_accumulated_section9.txt,38.36194267515924,45.29999999999999,18.127660687898093,-40.156512738853465,43.947770700636944,119.26433121019107,30.179955849853766,32.0,16.68226560509554,654,25,4464,24,16,10,23,63,216,95,6,70,23,0,27,32,1,19,9,9,65,165,5,2,4,0,12,0,0,7,0,1,0,0,0,11,2,6,0,10,0,189,0,4,5.834394904458598,1.9777070063694266,78.5,8.0,0.5366242038216561,3664,1242,628,337,8,1,256,197,364,16,6,26,26
NCT00952380.txt,38.65408239700375,47.3608988764045,14.190930033707868,-23.549438202247174,45.6374531835206,123.26966292134831,28.88435821108957,30.5,17.720057303370787,531,17,3407,20,5,9,16,47,151,53,12,59,15,0,25,34,0,30,8,10,51,93,5,5,21,0,4,0,0,25,0,0,0,0,0,10,2,0,3,30,0,174,0,0,5.157303370786517,1.655430711610487,89.0,6.0,0.4044943820224719,2754,884,534,216,6,1,183,134,327,14,0,25,16
NCT00952380.txt_accumulated_section3.txt,56.427735368956746,69.44167938931298,15.646734745547079,-76.17122137404576,64.20661577608142,169.676844783715,37.058772731852805,50.666666666666664,20.861657251908397,388,10,2614,15,5,4,11,35,113,42,10,37,10,0,14,20,0,28,8,4,35,77,3,5,21,0,4,0,0,13,0,0,0,0,0,4,2,0,2,27,0,107,0,0,5.3867684478371505,1.7735368956743003,131.0,3.0,0.39185750636132316,2117,697,393,154,3,1,152,116,267,9,0,14,12
NCT00952380.txt_accumulated_section5.txt,44.78793881453154,55.15847036328872,14.23747849904398,-39.740883365200716,52.08856596558317,138.82562141491394,31.35489375751565,35.8,18.485845468451245,520,16,3340,20,5,9,16,47,149,53,12,56,15,0,25,33,0,30,8,10,46,93,5,5,21,0,4,0,0,18,0,0,0,0,0,10,2,0,3,30,0,170,0,0,5.15678776290631,1.6596558317399617,104.6,5.0,0.40344168260038243,2697,868,523,211,5,1,179,134,320,14,0,25,15
NCT00974311.txt,45.661770992366414,56.49748091603053,15.784769358778632,-45.649595419847316,51.385648854961836,138.96030534351144,30.27636339397171,35.8,17.407585725190838,1113,43,6911,50,14,25,35,93,327,118,21,152,42,0,46,70,1,60,15,21,97,167,12,16,13,0,5,0,2,44,1,1,0,0,0,37,0,4,4,41,8,402,1,7,5.419847328244275,1.7270992366412214,104.8,10.0,0.4083969465648855,5680,1810,1048,428,10,1,358,248,569,37,1,45,33
NCT00974311.txt_accumulated_section5.txt,36.864632124352326,44.90531088082901,18.440037769430056,-31.736989637305683,40.517305699481874,116.060103626943,26.62202362203543,30.0,16.42419512953368,408,18,2724,20,4,10,13,31,128,44,11,51,18,0,13,25,0,24,5,8,40,79,3,2,0,0,2,0,2,26,0,1,0,0,0,11,0,0,1,18,0,145,0,0,5.88860103626943,1.8937823834196892,77.2,5.0,0.6269430051813472,2273,731,386,242,5,1,150,93,219,18,0,13,11
NCT00974311.txt_accumulated_section6.txt,38.08722222222222,46.34824242424242,16.957783692929297,-31.062499999999986,42.535353535353536,118.86363636363637,27.289915602982237,30.0,16.149833333333333,523,23,3364,26,5,13,18,41,162,51,12,70,24,0,15,34,0,33,6,10,47,88,5,5,2,0,2,0,2,26,0,1,0,0,0,15,0,0,1,24,4,187,0,7,5.632323232323232,1.8222222222222222,82.5,6.0,0.5616161616161616,2788,902,495,278,6,1,180,118,264,22,1,15,18
NCT00974311.txt_accumulated_section7.txt,39.97269439421339,49.371923598553344,15.903651748417722,-30.713227848101255,44.9117540687161,124.14647377938518,27.407258873422997,30.571428571428573,16.784180922242314,675,26,4197,28,7,14,23,49,210,65,12,91,25,0,28,40,0,45,8,10,59,113,7,8,11,0,2,0,2,35,0,1,0,0,0,15,0,0,1,36,4,233,1,7,5.447784810126582,1.7246835443037976,90.28571428571429,7.0,0.4936708860759494,3443,1090,632,312,7,1,214,139,347,23,1,28,18
NCT00974311.txt_accumulated_section8.txt,40.986736577181205,50.88260738255034,16.027296514093962,-32.9263380872483,45.84060402684564,127.75587248322148,27.49489742783178,32.25,17.17843959731544,789,33,4958,35,7,16,26,62,245,78,15,105,28,0,30,46,1,50,9,11,73,128,8,9,11,0,5,0,2,39,0,1,0,0,0,19,0,0,1,40,4,267,1,7,5.467114093959731,1.7167785234899329,93.125,8.0,0.4778523489932886,4073,1279,745,356,8,1,258,160,421,26,1,30,21
NCT00974311.txt_accumulated_section9.txt,43.39329650092081,54.057987722529155,15.376779120441991,-36.94557397176179,48.88520564763659,133.7047268262738,28.560386016907753,33.333333333333336,17.24312737875998,962,36,5914,45,10,23,30,76,285,93,19,130,39,0,35,60,1,59,12,17,89,145,10,15,13,0,5,0,2,43,0,1,0,0,0,33,0,4,3,41,8,340,1,7,5.352486187845304,1.6751381215469614,100.55555555555556,9.0,0.4165745856353591,4844,1516,905,377,9,1,300,196,494,34,1,35,27
NCT01212991.txt,42.86897941680961,52.448376214979994,15.47242035849057,-39.2224428244711,48.60937678673528,130.0997712978845,29.645825188948457,32.0,16.17492035448828,613,22,3768,33,8,19,15,51,197,54,15,98,31,0,22,53,0,17,11,12,41,56,2,4,0,0,3,0,0,20,0,5,0,0,0,19,0,8,7,4,4,244,0,0,5.370497427101201,1.7427101200686106,97.16666666666667,6.0,0.37735849056603776,3131,1016,583,220,6,1,192,142,285,24,0,23,22
NCT01212991.txt_accumulated_section4.txt,36.007603550295855,44.46754437869823,13.370077736686394,-12.590488165680469,42.91242603550296,114.38165680473372,27.031229681395832,25.25,15.535836094674556,357,11,2075,13,3,9,10,23,108,26,8,58,17,0,14,32,0,15,5,8,35,31,1,3,0,0,2,0,0,16,0,5,0,0,0,17,0,8,3,3,4,142,0,0,5.020710059171598,1.5798816568047338,84.5,4.0,0.46745562130177515,1697,534,338,158,4,1,101,77,165,13,0,15,10
NCT01212991.txt_accumulated_section5.txt,40.02395633187773,49.226048034934486,14.905884792576419,-28.739873362445394,46.159650655021835,124.56943231441048,28.573423705088842,30.2,16.178287947598253,478,17,2922,19,5,13,14,33,150,45,9,77,24,0,18,38,0,17,7,11,40,39,1,3,0,0,3,0,0,19,0,5,0,0,0,19,0,8,5,4,4,186,0,0,5.277292576419214,1.685589519650655,91.6,5.0,0.4279475982532751,2417,772,458,196,5,1,151,109,232,18,0,19,15
NCT01470612.txt,36.911804511278206,45.88671679197996,12.557409375939855,-11.651892230576436,44.18847117794487,117.80200501253134,27.08318915758459,25.833333333333332,18.600607268170428,548,22,3329,9,4,3,22,35,152,66,2,55,13,0,19,21,3,44,10,10,80,154,1,4,28,0,4,0,1,44,4,0,0,0,0,16,0,0,0,34,0,137,0,8,4.879699248120301,1.518796992481203,88.66666666666667,6.0,0.45112781954887216,2596,808,532,240,6,1,155,116,356,13,0,18,16
NCT01470612.txt_accumulated_section3.txt,47.68215384615385,57.82285128205128,15.243073664615391,-53.84148717948713,53.17948717948718,140.02564102564102,31.284271247461902,34.333333333333336,17.220633333333332,338,11,2099,8,3,3,17,31,93,47,1,49,12,0,19,19,0,16,8,10,25,43,1,2,2,0,1,0,0,8,1,0,0,0,0,16,0,0,0,10,0,126,0,8,5.326153846153846,1.7815384615384615,108.33333333333333,3.0,0.46153846153846156,1731,579,325,150,3,1,103,80,169,12,0,18,16
NCT01470612.txt_accumulated_section5.txt,43.097264367816095,53.68839080459771,12.526562168582377,-27.975827586206876,50.6488888888889,133.3272030651341,29.38181191654584,30.2,19.401904750957854,538,20,3264,9,4,3,22,35,148,65,2,52,13,0,19,21,3,44,10,10,78,153,1,4,28,0,4,0,1,44,4,0,0,0,0,16,0,0,0,34,0,134,0,8,4.865900383141763,1.5229885057471264,104.4,5.0,0.4444444444444444,2540,795,522,232,5,1,151,116,350,13,0,18,16
NCT01546038.txt,49.28758790436005,61.452805907172994,13.452142220112524,-47.243765822784766,56.598312236286915,148.10618846694797,31.591956910991595,35.083333333333336,18.16417735583685,1525,49,8848,61,28,27,46,140,427,116,25,193,57,0,60,120,0,93,24,16,171,243,8,35,29,0,36,0,0,43,7,18,4,0,0,51,6,12,8,49,22,522,1,7,5.017580872011251,1.5815752461322081,118.5,12.0,0.2812939521800281,7135,2249,1422,400,12,1,421,327,779,48,4,60,53
NCT01546038.txt_accumulated_section10.txt,53.24325581395348,66.49586046511627,13.214119423255816,-56.9023255813953,60.93333333333334,158.14728682170542,33.049958402633436,37.6,18.590876744186048,1392,43,7977,57,26,26,41,128,398,102,23,178,52,0,54,109,0,86,22,15,143,221,8,35,29,0,36,0,0,27,6,13,2,0,0,49,6,12,7,45,22,480,1,7,4.973643410852713,1.569767441860465,129.0,10.0,0.30465116279069765,6416,2025,1290,393,10,1,376,301,699,44,4,53,46
NCT01546038.txt_accumulated_section11.txt,52.890669856459326,66.03914069571965,13.379517481507825,-56.47940191387556,60.43025992499677,157.19229277124015,32.86332502951039,37.54545454545455,18.623721362989784,1509,48,8731,61,27,27,46,139,425,116,25,190,57,0,59,119,0,93,23,16,164,243,8,35,29,0,36,0,0,36,7,18,2,0,0,51,6,12,8,49,22,516,1,7,5.0021337126600285,1.5789473684210527,127.81818181818181,11.0,0.2809388335704125,7033,2220,1406,395,11,1,413,327,770,48,4,59,53
NCT01546038.txt_accumulated_section2.txt,66.7789156626506,83.9141265060241,11.914830834337351,-88.04536144578309,74.83373493975904,189.19277108433735,35.4037034920393,38.5,19.43217831325301,362,13,1978,19,11,7,11,37,94,24,9,43,16,0,13,35,0,20,8,6,33,60,4,9,9,0,3,0,0,6,0,4,0,0,0,17,0,0,2,10,8,141,1,2,4.743975903614458,1.4939759036144578,166.0,2.0,0.5692771084337349,1575,496,332,189,2,1,77,70,159,13,2,13,10
NCT01546038.txt_accumulated_section3.txt,63.02000000000001,78.88071327683616,11.031049769067799,-76.53206214689264,71.15367231638419,180.4265536723164,34.14482300479487,36.333333333333336,19.569407062146894,516,18,2729,26,11,11,13,46,135,29,13,69,20,0,18,46,0,41,8,6,47,78,4,22,9,0,3,0,0,7,3,4,0,0,0,32,6,12,2,17,8,190,1,7,4.595338983050848,1.4618644067796611,157.33333333333334,3.0,0.4788135593220339,2169,690,472,226,3,1,109,97,243,17,2,18,17
NCT01546038.txt_accumulated_section4.txt,60.26278911564626,74.78693877551021,12.357203340136056,-75.16897959183669,68.0517006802721,173.53061224489795,34.937438845342626,39.0,19.22550612244898,635,21,3529,28,12,11,18,57,171,48,14,83,25,0,24,58,0,42,10,8,54,95,4,24,9,0,3,0,0,7,4,4,0,0,0,34,6,12,3,17,8,235,1,7,4.8231292517006805,1.5697278911564625,147.0,4.0,0.467687074829932,2836,923,588,275,4,1,156,136,309,21,2,24,27
NCT01546038.txt_accumulated_section5.txt,58.24557954545455,72.44640625,13.296441396306822,-71.74944318181818,66.20636363636365,170.34545454545457,35.31098884280702,41.6,19.479626022727274,775,22,4374,32,14,11,22,73,219,59,16,93,25,0,33,61,0,53,11,8,64,124,4,32,19,0,3,0,0,11,4,4,0,0,0,36,6,12,3,19,20,260,1,7,4.984375,1.6036931818181819,140.8,5.0,0.4559659090909091,3509,1129,704,321,5,1,208,174,395,21,2,33,31
NCT01546038.txt_accumulated_section7.txt,50.28666666666666,62.29942857142857,13.575884657142861,-51.73499999999996,57.571428571428584,150.11904761904762,32.3501034313096,36.142857142857146,18.49857142857143,914,27,5256,36,16,12,27,85,250,74,17,108,30,0,38,75,0,60,14,10,91,148,4,32,19,0,4,0,0,23,6,9,2,0,0,38,6,12,4,23,20,308,1,7,5.038095238095238,1.6166666666666667,120.0,7.0,0.42023809523809524,4232,1358,840,353,7,1,253,201,474,25,2,38,38
NCT01546038.txt_accumulated_section8.txt,50.426991701244816,62.61429460580913,13.657884931535271,-51.85050829875517,57.951037344398344,151.3091286307054,32.68585521759479,37.125,18.589358091286307,1045,30,6045,40,16,15,30,95,296,84,18,131,33,0,42,79,0,70,15,11,102,168,4,33,24,0,13,0,0,24,6,9,2,0,0,38,6,12,5,33,20,345,1,7,5.051867219917012,1.612033195020747,120.5,8.0,0.40560165975103735,4870,1554,964,391,8,1,297,235,548,28,2,42,39
NCT01546038.txt_accumulated_section9.txt,52.508508158508164,65.43676184926184,13.06757960314685,-54.9988616938617,60.11017871017871,155.43278943278943,32.72092416687835,36.0,18.40211146076146,1235,39,7037,52,26,22,38,117,348,92,22,153,48,0,49,104,0,76,21,14,117,194,8,33,24,0,16,0,0,26,6,13,2,0,0,49,6,12,6,35,22,438,1,7,4.949300699300699,1.56993006993007,127.11111111111111,9.0,0.34178321678321677,5662,1796,1144,391,9,1,324,265,613,40,4,49,44
NCT01639001.txt,44.80734906213365,56.10062426729191,14.15503216178195,-36.27331403868696,49.543317702227434,138.2779894490035,26.47871376374779,33.75,16.884888980070343,904,34,5375,31,11,21,29,71,250,108,7,130,36,0,40,79,3,21,8,15,110,133,7,9,3,0,3,8,0,44,2,0,0,0,0,7,0,4,7,22,6,337,0,0,5.141852286049238,1.5943728018757326,106.625,8.0,0.40211019929660025,4386,1360,853,343,8,1,270,147,430,29,4,41,26
NCT01639001.txt_accumulated_section4.txt,40.480510204081625,51.12,13.296539979591842,-20.614081632653026,45.83265306122449,128.6122448979592,25.079402165819616,30.0,16.15061632653061,422,15,2418,16,7,9,16,35,112,46,4,60,20,0,19,41,3,13,4,8,43,66,4,4,2,0,0,2,0,9,2,0,0,0,0,6,0,2,1,10,2,165,0,0,5.0,1.5127551020408163,98.0,4.0,0.5357142857142857,1960,593,392,210,4,1,120,65,190,14,3,18,9
NCT01639001.txt_accumulated_section5.txt,41.698613861386136,52.5640396039604,13.235648017821784,-24.003960396039588,46.8950495049505,132.0891089108911,25.181073012818835,31.4,16.400397029702972,547,23,3112,20,8,13,17,42,149,70,4,80,25,0,23,55,3,17,4,9,48,84,5,5,3,0,0,2,0,12,2,0,0,0,0,6,0,4,1,11,4,213,0,0,4.988118811881188,1.5168316831683168,101.0,5.0,0.42178217821782177,2519,766,505,213,5,1,157,82,248,18,4,22,12
NCT01639001.txt_accumulated_section6.txt,44.921975308641976,56.534305555555555,13.841703819444444,-34.6461111111111,50.113580246913585,139.48148148148147,26.664319132398465,34.0,16.937034567901236,690,28,4049,26,10,17,23,56,199,82,5,98,29,0,32,63,3,17,7,13,67,100,5,5,3,0,0,2,0,31,2,0,0,0,0,6,0,4,1,11,4,261,0,0,5.087962962962963,1.558641975308642,108.0,6.0,0.42901234567901236,3297,1010,648,278,6,1,204,112,326,22,4,31,20
NCT01639001.txt_accumulated_section7.txt,45.280093248787765,56.91422044013428,13.427859750652743,-34.66920365535245,50.76881760537114,139.84632599776202,26.964259101539405,33.285714285714285,16.794248526669154,806,32,4733,30,10,21,25,66,235,96,7,122,33,0,36,73,3,21,7,14,72,117,6,5,3,0,0,2,0,33,2,0,0,0,0,7,0,4,5,22,6,312,0,0,5.016971279373368,1.54177545691906,109.42857142857143,7.0,0.39947780678851175,3843,1181,766,306,7,1,233,134,375,26,4,37,25
NCT01664923.txt,44.4849336650083,53.86970149253731,15.176241567164183,-44.87100746268655,49.685903814262026,133.5016583747927,29.739483914241877,33.166666666666664,16.529392868988392,630,23,3873,33,9,17,14,53,188,71,12,105,28,0,22,42,0,16,13,7,56,69,4,7,1,0,2,0,0,28,2,0,0,0,0,2,0,0,2,20,2,241,0,2,5.318407960199005,1.769485903814262,100.5,6.0,0.43449419568822556,3207,1067,603,262,6,1,199,143,302,27,0,21,33
NCT01664923.txt_accumulated_section2.txt,57.14558823529411,70.95117647058822,14.418518235294126,-72.41235294117644,62.48823529411765,167.98529411764707,31.722813232690143,43.5,18.16099705882353,281,11,1710,19,4,11,2,19,79,30,6,47,17,0,8,14,0,7,7,0,37,26,2,6,0,0,2,0,0,22,2,0,0,0,0,0,0,0,1,8,2,105,0,2,5.176470588235294,1.6691176470588236,136.0,2.0,0.3897058823529412,1408,454,272,106,2,1,87,55,134,15,0,8,12
NCT01664923.txt_accumulated_section3.txt,56.948009828009816,70.786552006552,14.420533142506144,-71.58951678951675,62.32563472563473,166.37919737919736,31.635642126552707,41.666666666666664,18.085984357084357,427,15,2558,26,6,15,4,32,132,45,9,74,21,0,11,28,0,15,10,1,37,49,2,7,0,0,2,0,0,22,2,0,0,0,0,0,0,0,2,20,2,165,0,2,5.176904176904177,1.6633906633906634,135.66666666666666,3.0,0.4004914004914005,2107,677,407,163,3,1,125,82,199,20,0,11,20
NCT01664923.txt_accumulated_section4.txt,59.14266187050359,72.83985611510792,14.90843197841727,-81.38705035971219,65.02446043165467,171.19424460431654,34.344856037314955,44.75,18.397500719424464,582,21,3543,33,8,17,12,51,175,68,11,97,27,0,19,39,0,16,12,6,46,68,3,7,1,0,2,0,0,24,2,0,0,0,0,2,0,0,2,20,2,224,0,2,5.258992805755396,1.7392086330935252,139.0,4.0,0.4244604316546763,2924,967,556,236,4,1,179,131,277,26,0,18,32
NCT01720524.txt,41.88352003942181,51.737322601839686,15.852606442838372,-35.79361613009195,47.458672798948754,129.55338370565045,28.90849281606323,32.75,16.799548883048622,808,34,5027,29,9,10,30,74,248,91,11,111,24,0,43,45,0,40,14,13,65,129,6,13,3,0,1,0,0,15,6,0,0,0,0,26,0,5,2,27,0,273,0,0,5.4362680683311435,1.7266754270696452,95.125,8.0,0.40867279894875164,4137,1314,761,311,8,1,262,179,407,20,2,43,29
